customer_name,total_sales,total_quantity,total_profit,average_discount,average_shipping_days,number_of_orders,cluster,segment_name
Andrew Gjertsen,16381.0,302,2642.21386,0.16694871794871796,3.91025641025641,78,0,High-Value Customers
Andrew Roberts,16914.0,235,3561.75886,0.09674285714285714,4.371428571428571,70,0,High-Value Customers
Andy Gerbode,11339.0,139,169.3896999999999,0.19431818181818183,4.045454545454546,44,1,Regular Customers
Andy Reiter,8545.0,89,3139.0833,0.11857142857142858,3.4,35,1,Regular Customers
Andy Yotov,8542.0,163,2290.97634,0.07203999999999999,4.6,50,1,Regular Customers
Anemone Ratner,11492.0,178,1994.65032,0.12564,4.12,50,1,Regular Customers
Angele Hood,11357.0,170,1610.0721,0.1893877551020408,4.163265306122449,49,1,Regular Customers
Ann Blume,18727.0,238,1870.0106999999998,0.106875,3.4375,64,0,High-Value Customers
Ann Chong,15027.0,264,880.12778,0.11665060240963857,3.9036144578313254,83,0,High-Value Customers
Ann Steele,11818.0,164,2091.0534,0.24618181818181817,4.509090909090909,55,1,Regular Customers
Anna Andreadi,17312.0,302,2443.093,0.18564835164835164,3.4835164835164836,91,0,High-Value Customers
Anna Chung,8932.0,152,-272.12732000000005,0.18353488372093024,4.4186046511627906,43,1,Regular Customers
Anna Gayman,15392.0,249,923.0617000000001,0.2158961038961039,3.7662337662337664,77,0,High-Value Customers
Anna Häberlin,18093.0,280,2466.01172,0.12110526315789474,4.328947368421052,76,0,High-Value Customers
Anne McFarland,25522.0,303,3238.5851,0.09860759493670886,4.10126582278481,79,0,High-Value Customers
Anne Pryor,16360.0,244,2992.7651,0.12733333333333333,4.2063492063492065,63,0,High-Value Customers
Annie Thurman,13385.0,186,2659.7779,0.0710909090909091,3.672727272727273,55,1,Regular Customers
Annie Zypern,11871.0,215,924.3602999999999,0.1860294117647059,4.0,68,1,Regular Customers
Anthony Garverick,11687.0,227,175.3065,0.21055172413793102,4.586206896551724,58,1,Regular Customers
Anthony Jacobs,17757.0,232,1172.2402000000002,0.23050632911392407,3.911392405063291,79,0,High-Value Customers
Anthony Johnson,12284.0,259,2478.5824000000002,0.08506493506493507,3.74025974025974,77,0,High-Value Customers
Anthony O'Donnell,15025.0,228,1093.0996000000002,0.1285,4.483333333333333,60,1,Regular Customers
Anthony Rawles,17339.0,248,3117.6468,0.12597222222222224,3.5833333333333335,72,0,High-Value Customers
Anthony Witt,15143.0,244,1216.4120200000002,0.1654102564102564,3.8205128205128207,78,0,High-Value Customers
Arianne Irving,9281.0,176,1538.1774,0.09880000000000001,4.14,50,1,Regular Customers
Art Ferguson,28183.0,326,2278.3037,0.13989795918367348,4.091836734693878,98,0,High-Value Customers
Art Foster,20064.0,283,2971.2347800000002,0.12136842105263158,3.776315789473684,76,0,High-Value Customers
Arthur Gainer,19871.0,284,1733.2471600000001,0.14536,3.6933333333333334,75,0,High-Value Customers
Arthur Prichep,18546.0,284,3137.6156,0.07540229885057471,4.080459770114943,87,0,High-Value Customers
Arthur Wiediger,11016.0,175,2680.9669599999997,0.16881632653061224,4.469387755102041,49,1,Regular Customers
Ashley Jarboe,15949.0,195,3006.7032,0.12589285714285714,4.553571428571429,56,1,Regular Customers
Astrea Jones,13259.0,206,2531.3579799999998,0.15653333333333333,4.383333333333334,60,1,Regular Customers
Barbara Fisher,9838.0,193,1833.7316,0.1288709677419355,3.596774193548387,62,1,Regular Customers
Barry Blumstein,9883.0,211,299.4246,0.18564516129032257,3.4516129032258065,62,1,Regular Customers
Barry Franz,24082.0,228,1115.67056,0.17947826086956523,4.27536231884058,69,0,High-Value Customers
Barry Französisch,13206.0,191,940.1213,0.23858064516129032,3.6129032258064515,62,1,Regular Customers
Barry Gonzalez,20023.0,250,1530.1779999999999,0.1274626865671642,4.119402985074627,67,0,High-Value Customers
Barry Pond,10389.0,176,2090.96176,0.16143859649122808,4.245614035087719,57,1,Regular Customers
Barry Weirich,17440.0,216,3695.4033000000004,0.09945098039215687,4.176470588235294,51,1,Regular Customers
Bart Folk,13942.0,208,2084.5089000000003,0.17454545454545453,4.4363636363636365,55,1,Regular Customers
Bart Pistole,10087.0,243,984.2587,0.14557142857142857,3.4571428571428573,70,1,Regular Customers
Bart Watters,32315.0,338,3595.8858999999998,0.09666666666666666,3.9583333333333335,96,0,High-Value Customers
Becky Castell,15186.0,300,2485.9604,0.13908045977011493,3.5632183908045976,87,0,High-Value Customers
Becky Martin,27173.0,293,-1096.9254,0.17297435897435898,3.91025641025641,78,0,High-Value Customers
Becky Pak,14811.0,221,3576.20716,0.10441379310344828,3.8448275862068964,58,1,Regular Customers
Ben Ferrer,23219.0,316,4135.10114,0.07723255813953489,4.3023255813953485,86,0,High-Value Customers
Ben Peterman,16809.0,246,1343.95582,0.22759459459459458,3.864864864864865,74,0,High-Value Customers
Ben Wallace,14965.0,219,2352.20638,0.11841176470588234,4.397058823529412,68,1,Regular Customers
Benjamin Farhat,13370.0,228,641.3188,0.13470967741935486,4.145161290322581,62,1,Regular Customers
Benjamin Patterson,18714.0,207,912.2121000000001,0.16373134328358208,3.253731343283582,67,1,Regular Customers
Benjamin Venier,21366.0,200,2819.7504,0.16377049180327868,5.098360655737705,61,1,Regular Customers
Berenike Kampe,13586.0,221,2447.6789599999997,0.158,4.375,64,1,Regular Customers
Beth Fritzler,10588.0,196,661.45284,0.11813793103448277,4.017241379310345,58,1,Regular Customers
Beth Paige,12827.0,186,1958.09908,0.19367272727272725,4.1454545454545455,55,1,Regular Customers
Beth Thompson,11631.0,234,863.9258,0.1842857142857143,4.485714285714286,70,1,Regular Customers
Bill Donatelli,15276.0,232,1622.6797,0.10072463768115943,3.971014492753623,69,0,High-Value Customers
Bill Eplett,28480.0,411,7410.0053,0.08354901960784314,4.03921568627451,102,0,High-Value Customers
Bill Overfelt,8093.0,158,415.21970000000005,0.260468085106383,4.808510638297872,47,1,Regular Customers
Bill Shonely,23511.0,254,5968.90736,0.053794117647058826,4.4411764705882355,68,0,High-Value Customers
Bill Stewart,18776.0,266,1815.0301,0.19233333333333336,3.6515151515151514,66,0,High-Value Customers
Bill Tyler,11798.0,183,2544.9303,0.115,4.6,50,1,Regular Customers
Bobby Elias,18411.0,225,3789.15606,0.11223333333333334,3.45,60,0,High-Value Customers
Bobby Odegard,15029.0,213,2556.82472,0.14305263157894738,3.9298245614035086,57,1,Regular Customers
Bobby Trafton,10400.0,172,-469.7911000000001,0.2737735849056604,4.226415094339623,53,1,Regular Customers
Brad Eason,18986.0,243,978.0241,0.1627536231884058,3.391304347826087,69,0,High-Value Customers
Brad Norvell,26200.0,243,2124.05298,0.12765714285714286,4.385714285714286,70,0,High-Value Customers
Brad Thomas,11683.0,233,939.62794,0.16172307692307694,3.9076923076923076,65,1,Regular Customers
Bradley Drucker,13142.0,181,2381.066,0.12431818181818181,3.8863636363636362,44,1,Regular Customers
Bradley Nguyen,12878.0,244,2544.06892,0.05744615384615385,4.2153846153846155,65,0,High-Value Customers
Bradley Talbott,15343.0,188,1453.6353,0.1449090909090909,3.7636363636363637,55,1,Regular Customers
Brenda Bowman,16007.0,238,1738.84688,0.17146031746031745,4.285714285714286,63,1,Regular Customers
Brendan Dodson,10920.0,148,2024.7037400000002,0.06227777777777778,3.8055555555555554,36,1,Regular Customers
Brendan Murry,12055.0,157,282.13467999999995,0.10258181818181819,3.8181818181818183,55,1,Regular Customers
Brendan Sweed,12179.0,207,2045.68872,0.12158620689655172,3.7241379310344827,58,1,Regular Customers
Brian Dahlen,9890.0,160,1425.66744,0.06966666666666667,4.145833333333333,48,1,Regular Customers
Brian DeCherney,10772.0,207,984.42392,0.11047761194029851,3.91044776119403,67,1,Regular Customers
Brian Derr,16917.0,242,2792.3093000000003,0.14176470588235296,3.9705882352941178,68,0,High-Value Customers
Brian Moss,17459.0,248,4385.84518,0.0994102564102564,3.3846153846153846,78,0,High-Value Customers
Brian Stugart,22573.0,278,3612.8758,0.1119718309859155,3.7464788732394365,71,0,High-Value Customers
Brian Thompson,14896.0,218,1795.5495,0.11172413793103449,4.172413793103448,58,1,Regular Customers
Brooke Gillingham,11213.0,153,417.31988,0.15555102040816327,3.63265306122449,49,1,Regular Customers
Brosina Hoffman,28120.0,355,4876.9398,0.14637113402061855,4.278350515463917,97,0,High-Value Customers
Bruce Degenhardt,15959.0,256,2475.1561,0.1433421052631579,4.0,76,0,High-Value Customers
Bruce Geld,15381.0,198,1426.6284000000003,0.11696428571428572,3.3214285714285716,56,1,Regular Customers
Bruce Stewart,19234.0,252,496.95910000000015,0.13626506024096385,3.8674698795180724,83,0,High-Value Customers
Bryan Davis,13571.0,228,1528.27026,0.1376875,4.546875,64,1,Regular Customers
Bryan Mills,20689.0,278,2512.6168,0.13988095238095238,3.892857142857143,84,0,High-Value Customers
Bryan Spruell,17253.0,214,2783.2074000000002,0.05449275362318841,3.8115942028985508,69,0,High-Value Customers
Candace McMahon,14798.0,172,-2798.7906,0.21130434782608698,3.869565217391304,46,1,Regular Customers
Cari MacIntyre,21608.0,266,2484.686,0.1664935064935065,3.831168831168831,77,0,High-Value Customers
Cari Sayre,22067.0,208,2915.3282,0.22705882352941176,3.8088235294117645,68,0,High-Value Customers
Cari Schnelling,12179.0,162,1319.8943199999999,0.12423333333333335,3.9166666666666665,60,1,Regular Customers
Carl Jackson,13972.0,168,1957.42696,0.13699999999999998,4.267857142857143,56,1,Regular Customers
Carl Ludwig,18180.0,215,-164.26294000000013,0.13903333333333334,3.8333333333333335,60,1,Regular Customers
Carl Weiss,14357.0,218,3007.3994,0.07821818181818183,3.8363636363636364,55,1,Regular Customers
Carlos Daly,20117.0,240,5028.9094,0.1002857142857143,3.5285714285714285,70,0,High-Value Customers
Carlos Meador,10148.0,150,2206.362,0.12952380952380954,4.095238095238095,42,1,Regular Customers
Carlos Soltero,14936.0,221,-1000.07596,0.2531176470588235,3.7794117647058822,68,1,Regular Customers
Carol Adams,23993.0,200,3279.0813,0.16421052631578947,4.368421052631579,57,0,High-Value Customers
Carol Darley,13232.0,218,1880.35726,0.16929411764705882,3.6911764705882355,68,1,Regular Customers
Carol Triggs,14139.0,173,2437.80334,0.10292307692307692,3.923076923076923,52,1,Regular Customers
Caroline Jumper,19582.0,222,2417.592,0.15189655172413793,4.603448275862069,58,1,Regular Customers
Cassandra Brandow,13529.0,227,208.82850000000005,0.10966101694915255,4.0508474576271185,59,1,Regular Customers
Catherine Glotzbach,4116.0,120,-246.83939999999998,0.2991428571428571,4.285714285714286,35,1,Regular Customers
Cathy Armstrong,12293.0,207,1869.7699,0.11164285714285715,5.035714285714286,56,1,Regular Customers
Cathy Hwang,15667.0,225,2671.50966,0.06845714285714286,4.371428571428571,70,0,High-Value Customers
Cathy Prescott,19770.0,253,1750.5737,0.12323076923076923,3.7384615384615385,65,0,High-Value Customers
Chad Cunningham,12522.0,216,2622.6274399999998,0.12572413793103449,3.6724137931034484,58,1,Regular Customers
Chad McGuire,16566.0,160,2442.3472,0.09330232558139535,3.6511627906976742,43,1,Regular Customers
Chad Sievert,12348.0,185,-4.067100000000101,0.15854166666666666,4.270833333333333,48,1,Regular Customers
Charles Crestani,13350.0,180,1307.7991,0.1401694915254237,3.830508474576271,59,1,Regular Customers
Charles McCrossin,20156.0,176,746.68682,0.17167272727272728,4.0,55,1,Regular Customers
Charles Sheldon,20050.0,246,4328.5768,0.1067741935483871,4.032258064516129,62,0,High-Value Customers
Charlotte Melton,12827.0,212,117.79151999999998,0.1308,3.4,55,1,Regular Customers
Chloris Kastensmidt,14572.0,327,965.81294,0.22241666666666668,3.7083333333333335,96,0,High-Value Customers
Chris Cortes,11483.0,268,2505.8885999999998,0.09255172413793103,3.9080459770114944,87,0,High-Value Customers
Chris McAfee,11621.0,139,1887.6977,0.12218181818181818,4.136363636363637,44,1,Regular Customers
Chris Selesnick,14418.0,304,2602.5059,0.07851851851851853,4.234567901234568,81,0,High-Value Customers
Christina Anderson,21835.0,247,3662.118,0.0743768115942029,3.971014492753623,69,0,High-Value Customers
Christina DeMoss,17986.0,265,2591.7817800000003,0.11807317073170732,4.378048780487805,82,0,High-Value Customers
Christina VanderZanden,10327.0,185,605.33728,0.16473333333333334,3.55,60,1,Regular Customers
Christine Abelman,7803.0,113,867.15866,0.09353488372093023,4.0,43,1,Regular Customers
Christine Kargatis,13055.0,245,1380.71322,0.13689552238805971,4.462686567164179,67,1,Regular Customers
Christine Phan,25157.0,278,1748.2813800000001,0.09760975609756097,3.975609756097561,82,0,High-Value Customers
Christine Sundaresam,10546.0,188,-1.151800000000037,0.1437878787878788,4.136363636363637,66,1,Regular Customers
Christopher Conant,35187.0,287,5603.3337,0.12904109589041096,3.7945205479452055,73,0,High-Value Customers
Christopher Martinez,22460.0,198,3010.03432,0.18614285714285714,4.017857142857143,56,1,Regular Customers
Christopher Schild,12516.0,197,2080.04256,0.07550943396226414,3.641509433962264,53,1,Regular Customers
Christy Brittain,13938.0,194,2087.0836600000002,0.18171428571428572,4.326530612244898,49,1,Regular Customers
Chuck Clark,15040.0,229,2940.51086,0.1057,3.9,60,1,Regular Customers
Chuck Magee,13715.0,224,1476.65568,0.13544827586206895,4.327586206896552,58,1,Regular Customers
Chuck Sachs,22759.0,236,2943.10958,0.10174285714285713,3.9,70,0,High-Value Customers
Cindy Chapman,20866.0,246,4034.85446,0.12516216216216217,4.04054054054054,74,0,High-Value Customers
Cindy Schnelling,12775.0,197,188.87189999999993,0.19274193548387097,4.193548387096774,62,1,Regular Customers
Cindy Stewart,13432.0,153,-6151.558099999999,0.09952380952380951,4.119047619047619,42,1,Regular Customers
Claire Gute,14662.0,184,2566.57842,0.1590769230769231,3.9423076923076925,52,1,Regular Customers
Claudia Bergmann,18261.0,241,2167.21744,0.12086111111111111,4.347222222222222,72,0,High-Value Customers
Clay Cheatham,9345.0,191,1524.5489400000001,0.1367,3.9833333333333334,60,1,Regular Customers
Clay Ludtke,19784.0,284,1323.4289800000001,0.11141772151898734,3.8227848101265822,79,0,High-Value Customers
Clay Rozendal,11759.0,164,1945.9958,0.16926829268292684,4.0,41,1,Regular Customers
Clytie Kelty,17141.0,289,2373.63598,0.12825316455696203,3.7088607594936707,79,0,High-Value Customers
Corey Catlett,17604.0,212,3003.011,0.11475409836065574,3.721311475409836,61,0,High-Value Customers
Corey Roper,22354.0,262,2345.12208,0.1623896103896104,3.5584415584415585,77,0,High-Value Customers
Corey-Lock,13049.0,238,1196.03996,0.15091176470588236,4.3088235294117645,68,1,Regular Customers
Corinna Mitchell,15580.0,174,-955.0624199999999,0.2576296296296296,3.814814814814815,54,1,Regular Customers
Craig Carreira,11497.0,210,-280.98170000000005,0.18256716417910446,3.701492537313433,67,1,Regular Customers
Craig Carroll,16815.0,210,2249.8603000000003,0.2049090909090909,3.890909090909091,55,1,Regular Customers
Craig Leslie,19378.0,248,2670.3287,0.10855072463768116,4.188405797101449,69,0,High-Value Customers
Craig Molinari,11230.0,179,1210.3413,0.17907407407407408,3.7037037037037037,54,1,Regular Customers
Craig Reiter,20848.0,224,1435.4373600000001,0.27384415584415583,3.4155844155844157,77,0,High-Value Customers
Craig Yedwab,14220.0,200,1542.243,0.10203333333333334,3.9,60,1,Regular Customers
Cyma Kinney,10596.0,211,525.3842999999999,0.09031884057971015,3.6666666666666665,69,1,Regular Customers
Cynthia Arntzen,19834.0,213,3891.2644999999998,0.16721311475409834,4.147540983606557,61,0,High-Value Customers
Cynthia Delaney,14500.0,228,2154.3026999999997,0.10514705882352941,4.338235294117647,68,1,Regular Customers
Cynthia Voltz,14857.0,181,1910.1065,0.145,3.425925925925926,54,1,Regular Customers
Cyra Reiten,15657.0,188,3312.72046,0.0892962962962963,3.6296296296296298,54,1,Regular Customers
Damala Kotsonis,20961.0,274,2917.8505,0.195,4.290697674418604,86,0,High-Value Customers
Dan Campbell,13439.0,231,-70.48979999999997,0.13701298701298703,3.74025974025974,77,1,Regular Customers
Dan Lawera,12690.0,270,426.03500000000014,0.2015,4.397058823529412,68,1,Regular Customers
Dan Reichenbach,16705.0,309,1984.3986000000002,0.1478809523809524,4.238095238095238,84,0,High-Value Customers
Dana Kaydos,19638.0,242,1363.56276,0.11537142857142858,4.328571428571428,70,0,High-Value Customers
Daniel Byrd,15392.0,209,1656.9395000000002,0.13876923076923076,3.6153846153846154,65,1,Regular Customers
Daniel Lacy,12201.0,219,1108.44,0.2579444444444444,4.527777777777778,72,1,Regular Customers
Daniel Raglin,27932.0,289,6103.97292,0.15995294117647058,4.176470588235294,85,0,High-Value Customers
Dario Medina,22297.0,266,2306.92722,0.15518421052631579,3.75,76,0,High-Value Customers
Darren Budd,9681.0,98,586.9649,0.10709677419354839,4.064516129032258,31,1,Regular Customers
Darren Koutras,14903.0,226,1287.9167,0.122375,3.8125,64,1,Regular Customers
Darren Powers,15980.0,275,-517.4512,0.21524390243902436,4.146341463414634,82,0,High-Value Customers
Darrin Martin,17733.0,268,1991.7519,0.13454545454545455,3.1515151515151514,66,0,High-Value Customers
Darrin Sayre,13283.0,252,1487.6673999999998,0.18382352941176472,3.8676470588235294,68,1,Regular Customers
Darrin Van Huff,22749.0,298,616.32492,0.2490851063829787,3.627659574468085,94,0,High-Value Customers
Dave Brooks,25550.0,255,3652.3608600000002,0.1679142857142857,3.057142857142857,70,0,High-Value Customers
Dave Hallsten,16191.0,270,1681.8685,0.09361445783132531,4.156626506024097,83,0,High-Value Customers
Dave Kipp,19456.0,214,4080.5637,0.1144375,3.390625,64,0,High-Value Customers
Dave Poirier,25901.0,247,4600.1323,0.15329032258064515,4.064516129032258,62,0,High-Value Customers
David Bremer,6275.0,116,-2270.6965800000003,0.20741176470588235,3.764705882352941,34,1,Regular Customers
David Flashing,11540.0,169,363.0722000000001,0.21653846153846154,4.1923076923076925,52,1,Regular Customers
David Kendrick,17559.0,206,2179.1376999999998,0.12637931034482758,3.9482758620689653,58,1,Regular Customers
David Philippe,23730.0,260,834.5305200000001,0.18738235294117644,4.529411764705882,68,0,High-Value Customers
David Smith,13634.0,219,1713.4145,0.10333333333333333,4.2063492063492065,63,1,Regular Customers
David Wiener,10930.0,187,1739.0983,0.13285714285714284,4.464285714285714,56,1,Regular Customers
Dean Braden,14132.0,250,1425.8078,0.20342465753424657,3.315068493150685,73,0,High-Value Customers
Dean Katz,10652.0,202,1007.098,0.11732142857142858,3.8392857142857144,56,1,Regular Customers
Dean percer,22833.0,260,3959.16412,0.08520987654320988,4.3580246913580245,81,0,High-Value Customers
Deanra Eno,12799.0,179,1735.4974,0.07636363636363637,3.672727272727273,55,1,Regular Customers
Deborah Brumfield,12578.0,193,1640.2389,0.15862068965517243,3.5172413793103448,58,1,Regular Customers
Debra Catini,16972.0,213,865.3341,0.11114814814814815,3.759259259259259,54,1,Regular Customers
Deirdre Greer,16715.0,240,2374.3181,0.1296875,3.609375,64,0,High-Value Customers
Delfina Latchford,20252.0,304,2798.5357,0.11578947368421054,3.6447368421052633,76,0,High-Value Customers
Denise Leinenbach,17936.0,281,2747.4922,0.096,3.466666666666667,75,0,High-Value Customers
Denise Monton,22051.0,240,-2597.8029,0.19627118644067798,4.1525423728813555,59,1,Regular Customers
Dennis Bolton,10610.0,196,1922.71686,0.11561538461538462,3.8846153846153846,52,1,Regular Customers
Dennis Kane,20103.0,287,2965.5079,0.07631578947368423,3.9078947368421053,76,0,High-Value Customers
Dennis Pardue,11661.0,170,2688.1890000000003,0.08052631578947368,4.228070175438597,57,1,Regular Customers
Denny Blanton,16634.0,199,1958.55586,0.1163921568627451,3.9019607843137254,51,1,Regular Customers
Denny Joy,22561.0,232,3255.39614,0.12638095238095237,4.238095238095238,63,0,High-Value Customers
Denny Ordway,18797.0,252,4137.6354,0.11578313253012047,4.180722891566265,83,0,High-Value Customers
Dianna Arnett,15248.0,241,-297.8313399999999,0.17106666666666664,4.066666666666666,60,1,Regular Customers
Dianna Vittorini,16951.0,218,3342.72258,0.05323809523809524,3.984126984126984,63,0,High-Value Customers
Dianna Wilson,23456.0,312,5029.0892,0.09577272727272729,3.590909090909091,88,0,High-Value Customers
Dionis Lloyd,16648.0,206,1560.868,0.1464285714285714,3.5535714285714284,56,1,Regular Customers
Don Jones,21395.0,276,4310.462,0.07330769230769231,3.923076923076923,78,0,High-Value Customers
Don Miller,11836.0,196,-273.4155199999999,0.14426923076923076,3.1153846153846154,52,1,Regular Customers
Don Weiss,14384.0,212,425.7092,0.21451612903225808,3.935483870967742,62,1,Regular Customers
Dorothy Badders,10384.0,177,1242.2766,0.1606530612244898,4.183673469387755,49,1,Regular Customers
Dorothy Dickinson,11071.0,234,1399.6512,0.11518181818181819,4.2727272727272725,66,1,Regular Customers
Dorothy Wardle,12606.0,289,870.557,0.13702702702702704,4.094594594594595,74,0,High-Value Customers
Dorris liebe,14720.0,162,1851.7062,0.19379310344827586,3.810344827586207,58,1,Regular Customers
Doug Bickford,12855.0,209,2967.6800000000003,0.11555172413793104,3.896551724137931,58,1,Regular Customers
Doug Jacobs,13852.0,198,2675.7544000000003,0.1288888888888889,4.333333333333333,54,1,Regular Customers
Doug O'Connell,13772.0,222,1816.73452,0.16241176470588237,4.147058823529412,68,1,Regular Customers
Duane Benoit,13604.0,147,1417.79834,0.18033333333333332,4.285714285714286,42,1,Regular Customers
Duane Huffman,12477.0,177,2151.1435,0.12962962962962962,3.037037037037037,54,1,Regular Customers
Duane Noonan,14915.0,187,233.54249999999996,0.16233333333333333,4.466666666666667,60,1,Regular Customers
Ed Braxton,15525.0,230,1488.6075999999998,0.13384615384615384,4.461538461538462,65,1,Regular Customers
Ed Jacobs,10699.0,143,1209.9476,0.14933333333333332,4.288888888888889,45,1,Regular Customers
Ed Ludwig,14209.0,260,1155.5394000000001,0.09859154929577464,3.507042253521127,71,0,High-Value Customers
Edward Becker,9428.0,188,1487.154,0.14795918367346939,3.938775510204082,49,1,Regular Customers
Edward Hooks,21272.0,307,671.1933999999999,0.18095238095238095,4.440476190476191,84,0,High-Value Customers
Edward Nazzal,7072.0,147,237.69949999999997,0.20304347826086958,3.6956521739130435,46,1,Regular Customers
Eileen Kiefer,7124.0,127,765.4778000000001,0.1413888888888889,3.75,36,1,Regular Customers
Eleni McCrary,14584.0,166,1897.36954,0.12596296296296294,4.444444444444445,54,1,Regular Customers
Elizabeth Moffitt,14508.0,194,1988.0723600000001,0.14021875,3.859375,64,1,Regular Customers
Ellis Ballard,21986.0,174,5848.74774,0.09112280701754386,4.245614035087719,57,0,High-Value Customers
Elpida Rittenbach,17131.0,187,2585.7182000000003,0.11320754716981132,3.5849056603773586,53,1,Regular Customers
Emily Burns,7037.0,108,20.558200000000028,0.24828571428571428,4.314285714285714,35,1,Regular Customers
Emily Ducich,18549.0,259,2572.4465,0.16065789473684208,4.0,76,0,High-Value Customers
Emily Grady,23114.0,226,2604.2372800000003,0.14644444444444443,4.126984126984127,63,0,High-Value Customers
Emily Phan,16770.0,254,2103.96474,0.1561388888888889,4.569444444444445,72,0,High-Value Customers
Eric Barreto,11967.0,150,2091.7421,0.1175,4.020833333333333,48,1,Regular Customers
Eric Hoffmann,10351.0,229,2250.05482,0.12425352112676055,4.154929577464789,71,1,Regular Customers
Eric Murdock,28085.0,392,3306.01548,0.15344,4.07,100,0,High-Value Customers
Erica Bern,16119.0,250,3030.7344,0.15249350649350651,4.402597402597403,77,0,High-Value Customers
Erica Hackney,9481.0,171,1556.9195,0.13470588235294118,4.372549019607843,51,1,Regular Customers
Erica Hernandez,13008.0,199,794.6513,0.11789473684210526,3.719298245614035,57,1,Regular Customers
Erica Smith,14719.0,220,3127.37644,0.13838805970149254,3.5671641791044775,67,0,High-Value Customers
Erin Ashbrook,11521.0,246,868.06012,0.19544444444444445,4.152777777777778,72,1,Regular Customers
Erin Creighton,6731.0,177,831.7727,0.1886206896551724,4.431034482758621,58,1,Regular Customers
Erin Mull,15321.0,216,3939.46018,0.10341935483870968,3.774193548387097,62,0,High-Value Customers
Erin Smith,18160.0,232,2175.2919,0.14354054054054055,4.108108108108108,74,0,High-Value Customers
Eudokia Martin,13723.0,191,1764.7839,0.12901639344262295,4.081967213114754,61,1,Regular Customers
Eugene Barchas,16085.0,196,2893.6639,0.2159375,4.28125,64,1,Regular Customers
Eugene Hildebrand,22424.0,287,1660.3308200000001,0.17513953488372092,3.895348837209302,86,0,High-Value Customers
Eugene Moren,23411.0,346,3624.25176,0.16463829787234044,3.882978723404255,94,0,High-Value Customers
Eva Jacobs,14957.0,174,2794.5691,0.11248979591836736,4.183673469387755,49,1,Regular Customers
